Date,Year,Month,Quarter,DayOfWeek,Open,High,Low,Close,Volume,Daily_Return_Pct,Cumulative_Return_Pct,Annual_Return_Pct,Volatility_21D,SMA_7,SMA_21,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI_14,BB_Upper,BB_Mid,BB_Lower,BB_Width,ATR_14,OBV
2015-09-18,2015,9,3,Friday,1989.66,1989.66,1953.45,1958.03,6021240000,-1.6164,1751.39,-4.87,2.009,1969.71,1956.72,2038.81,2068.59,1968.86,1986.79,-17.93,-25.8816,7.9516,44.89,2019.33,1952.77,1886.21,0.0682,34.23,896637100000.0
2015-09-21,2015,9,3,Monday,1960.84,1979.64,1955.8,1966.97,3269350000,0.4566,1759.84,-4.43,1.9689,1971.81,1953.45,2036.62,2068.05,1968.57,1985.32,-16.75,-24.0553,7.3053,46.5,2018.93,1952.58,1886.22,0.068,33.48,899906450000.0
2015-09-22,2015,9,3,Tuesday,1961.39,1961.39,1929.22,1942.74,3808260000,-1.2318,1736.93,-5.61,1.8613,1969.2,1952.11,2033.48,2067.4,1964.59,1982.17,-17.58,-22.7602,5.1802,42.84,2015.52,1955.05,1894.59,0.0619,33.79,896098190000.0
2015-09-23,2015,9,3,Wednesday,1943.24,1949.52,1932.57,1938.76,3190530000,-0.2049,1733.17,-5.8,1.6359,1967.16,1954.28,2030.08,2066.72,1960.62,1978.95,-18.33,-21.8742,3.5442,42.25,2003.88,1958.61,1913.34,0.0462,32.59,892907660000.0
2015-09-24,2015,9,3,Thursday,1934.81,1937.17,1908.92,1932.24,4091530000,-0.3363,1727.0,-6.12,1.6047,1960.61,1957.35,2026.57,2066.08,1956.25,1975.49,-19.24,-21.3473,2.1073,41.25,2004.3,1958.2,1912.09,0.0471,32.39,888816130000.0
2015-09-25,2015,9,3,Friday,1935.93,1952.89,1921.5,1931.34,3721870000,-0.0466,1726.15,-6.16,1.3583,1951.47,1956.92,2022.72,2065.44,1952.42,1972.22,-19.8,-21.0379,1.2379,41.11,2000.78,1955.38,1909.98,0.0464,32.32,885094260000.0
2015-09-28,2015,9,3,Monday,1929.18,1929.18,1879.21,1881.77,4326660000,-2.5666,1679.28,-8.57,1.3464,1935.98,1951.88,2017.82,2064.71,1941.55,1965.52,-23.97,-21.6243,-2.3457,34.03,2003.37,1950.03,1896.68,0.0547,33.73,880767600000.0
2015-09-29,2015,9,3,Tuesday,1881.9,1899.48,1871.91,1884.09,4132390000,0.1233,1681.48,-8.46,1.3472,1925.42,1946.89,2012.93,2063.96,1932.71,1959.49,-26.78,-22.6554,-4.1246,34.6,2005.42,1945.62,1885.83,0.0615,33.29,884899990000.0
2015-09-30,2015,9,3,Wednesday,1887.14,1920.53,1887.14,1920.03,4525070000,1.9076,1715.46,-6.71,1.4185,1918.71,1944.4,2008.95,2063.55,1930.76,1956.57,-25.81,-23.2864,-2.5236,42.81,2005.09,1945.93,1886.77,0.0608,33.52,889425060000.0
2015-10-01,2015,10,4,Thursday,1919.65,1927.21,1900.7,1923.82,3983600000,0.1974,1719.04,-6.53,1.261,1916.01,1944.88,2005.14,2063.22,1929.69,1954.14,-24.45,-23.5191,-0.9309,43.61,2004.64,1944.68,1884.72,0.0617,33.02,893408660000.0
2015-10-02,2015,10,4,Friday,1921.77,1951.36,1893.7,1951.36,4378570000,1.4315,1745.08,-5.19,1.2354,1917.81,1945.0,2002.13,2063.11,1933.03,1953.94,-20.91,-22.9973,2.0873,49.2,2004.65,1944.69,1884.73,0.0617,34.78,897787230000.0
2015-10-05,2015,10,4,Monday,1954.33,1989.17,1954.33,1987.05,4334490000,1.829,1778.83,-3.46,1.2975,1925.64,1946.71,2000.28,2062.98,1941.34,1956.39,-15.05,-21.4078,6.3578,55.37,2009.72,1947.98,1886.24,0.0634,34.99,902121720000.0
2015-10-06,2015,10,4,Tuesday,1986.63,1991.62,1971.99,1979.92,4202400000,-0.3588,1772.09,-3.8,1.2482,1932.58,1949.5,1998.52,2062.58,1947.27,1958.13,-10.86,-19.2983,8.4383,53.96,2011.19,1948.51,1885.83,0.0643,33.9,897919320000.0
2015-10-07,2015,10,4,Wednesday,1982.34,1999.31,1976.44,1995.83,4666470000,0.8036,1787.13,-3.03,1.1378,1948.87,1950.76,1996.57,2062.2,1954.74,1960.92,-6.18,-16.6746,10.4946,56.61,2017.23,1951.2,1885.16,0.0677,33.11,902585790000.0
2015-10-08,2015,10,4,Thursday,1994.01,2016.5,1987.53,2013.43,3939140000,0.8818,1803.77,-2.18,1.0994,1967.35,1954.16,1994.67,2061.88,1963.77,1964.81,-1.04,-13.5477,12.5077,59.4,2025.92,1954.25,1882.58,0.0733,32.81,906524930000.0
2015-10-09,2015,10,4,Friday,2013.73,2020.13,2007.61,2014.89,3706900000,0.0725,1805.15,-2.1,1.0967,1980.9,1957.14,1992.8,2061.54,1971.64,1968.52,3.12,-10.2141,13.3341,59.63,2033.56,1956.95,1880.33,0.0783,31.36,910231830000.0
2015-10-12,2015,10,4,Monday,2015.65,2018.66,2010.55,2017.46,2893250000,0.1276,1807.58,-1.98,1.0946,1994.28,1959.83,1991.07,2061.22,1978.69,1972.15,6.54,-6.8633,13.4033,60.06,2041.37,1960.17,1878.96,0.0829,29.7,913125080000.0
2015-10-13,2015,10,4,Tuesday,2015.0,2022.34,2001.78,2003.69,3401920000,-0.6825,1794.56,-2.65,1.1031,2001.75,1962.24,1989.18,2060.79,1982.53,1974.48,8.05,-3.8807,11.9307,56.57,2044.63,1961.45,1878.27,0.0848,29.05,909723160000.0
2015-10-14,2015,10,4,Wednesday,2003.66,2009.56,1990.73,1994.24,3644590000,-0.4716,1785.63,-3.11,1.0774,2002.78,1963.01,1987.2,2060.31,1984.33,1975.95,8.38,-1.4285,9.8085,54.24,2044.48,1961.39,1878.3,0.0847,28.32,906078570000.0
2015-10-15,2015,10,4,Thursday,1996.47,2024.15,1996.47,2023.86,3746290000,1.4853,1813.63,-1.67,1.1088,2009.06,1964.37,1985.68,2060.03,1990.41,1979.5,10.91,1.0392,9.8708,59.83,2049.9,1963.08,1876.25,0.0885,28.43,909824860000.0
2015-10-16,2015,10,4,Friday,2024.37,2033.54,2020.46,2033.11,3595430000,0.457,1822.38,-1.22,1.1092,2014.38,1966.41,1984.67,2059.9,1996.98,1983.47,13.51,3.5333,9.9767,61.41,2059.06,1966.83,1874.6,0.0938,27.34,913420290000.0
2015-10-19,2015,10,4,Monday,2031.73,2034.45,2022.31,2033.66,3287320000,0.0271,1822.9,-1.19,1.0371,2017.27,1970.01,1983.79,2059.78,2002.63,1987.19,15.44,5.9147,9.5253,61.51,2067.12,1970.16,1873.21,0.0984,26.25,916707610000.0
2015-10-20,2015,10,4,Tuesday,2033.13,2039.12,2026.61,2030.77,3331500000,-0.1421,1820.17,-1.33,1.0375,2019.54,1973.05,1982.32,2059.83,2006.96,1990.41,16.55,8.0417,8.5083,60.65,2074.23,1974.57,1874.9,0.1009,25.27,913376110000.0
2015-10-21,2015,10,4,Wednesday,2033.47,2037.97,2017.22,2018.94,3627790000,-0.5825,1808.98,-1.91,1.0031,2019.75,1976.68,1981.02,2059.91,2008.8,1992.53,16.27,9.6874,6.5826,57.11,2078.63,1978.58,1878.52,0.1011,24.95,909748320000.0
2015-10-22,2015,10,4,Thursday,2021.88,2055.2,2021.88,2052.51,4430850000,1.6628,1840.72,-0.28,1.0483,2026.73,1982.1,1980.35,2060.04,2015.52,1996.97,18.55,11.4599,7.0901,63.6,2087.34,1984.59,1881.84,0.1035,25.76,914179170000.0
2015-10-23,2015,10,4,Friday,2058.19,2079.74,2058.19,2075.15,4108460000,1.103,1862.13,0.82,1.0532,2038.29,1988.9,1980.19,2060.11,2024.7,2002.76,21.94,13.5559,8.3841,67.21,2098.87,1991.78,1884.69,0.1075,25.86,918287630000.0
2015-10-26,2015,10,4,Monday,2075.08,2075.14,2066.53,2071.18,3385800000,-0.1913,1858.38,0.63,1.0564,2045.05,1995.56,1979.78,2060.24,2031.85,2007.83,24.02,15.6487,8.3713,65.97,2100.6,2001.25,1901.9,0.0993,24.63,914901830000.0
2015-10-27,2015,10,4,Tuesday,2068.75,2070.37,2058.84,2065.89,4216880000,-0.2554,1853.38,0.37,0.836,2049.73,2004.33,1979.05,2060.43,2037.09,2012.13,24.96,17.511,7.449,64.28,2097.02,2010.34,1923.66,0.0862,23.75,910684950000.0
2015-10-28,2015,10,4,Wednesday,2066.48,2090.35,2063.11,2090.35,4698110000,1.184,1876.5,1.56,0.8473,2057.83,2014.15,1978.92,2060.76,2045.28,2017.92,27.36,19.4808,7.8792,68.33,2101.55,2018.86,1936.16,0.0819,24.0,915383060000.0
2015-10-29,2015,10,4,Thursday,2088.35,2092.52,2082.63,2089.41,4008940000,-0.045,1875.61,1.52,0.7903,2066.2,2022.22,1979.11,2061.15,2052.07,2023.22,28.85,21.3546,7.4954,68.01,2102.61,2027.13,1951.66,0.0745,22.99,911374120000.0
2015-10-30,2015,10,4,Friday,2090.0,2094.32,2079.34,2079.36,4256200000,-0.481,1866.11,1.03,0.8128,2074.84,2029.62,1979.99,2061.59,2056.27,2027.38,28.89,22.8617,6.0283,64.54,2103.46,2033.54,1963.61,0.0688,22.42,907117920000.0
2015-11-02,2015,11,4,Monday,2080.76,2106.2,2080.76,2104.05,3760020000,1.1874,1889.46,2.23,0.7985,2082.2,2036.89,1982.65,2062.01,2063.62,2033.06,30.56,24.4014,6.1586,68.76,2112.44,2039.39,1966.33,0.0716,22.74,910877940000.0
2015-11-03,2015,11,4,Tuesday,2102.63,2116.48,2097.51,2109.79,4272060000,0.2728,1894.88,2.51,0.7244,2087.15,2042.74,1986.98,2062.45,2070.72,2038.74,31.98,25.9171,6.0629,69.66,2119.76,2045.88,1972.0,0.0722,22.47,915150000000.0
2015-11-04,2015,11,4,Wednesday,2110.6,2114.59,2096.98,2102.31,4078870000,-0.3545,1887.81,2.14,0.7242,2091.59,2048.57,1991.67,2062.8,2075.58,2043.45,32.13,27.1597,4.9703,66.94,2125.24,2051.2,1977.16,0.0722,22.12,911071130000.0
2015-11-05,2015,11,4,Thursday,2101.68,2108.78,2090.41,2099.93,4051890000,-0.1132,1885.56,2.03,0.7192,2096.46,2053.52,1994.86,2062.98,2079.33,2047.63,31.7,28.0677,3.6323,66.06,2130.38,2055.53,1980.68,0.0728,21.85,907019240000.0
2015-11-06,2015,11,4,Friday,2098.6,2101.91,2083.74,2099.2,4369020000,-0.0348,1884.87,1.99,0.7063,2097.72,2057.61,1997.09,2063.22,2082.39,2051.45,30.94,28.6422,2.2978,65.77,2134.45,2059.74,1985.03,0.0725,21.59,902650220000.0
2015-11-09,2015,11,4,Monday,2096.56,2096.56,2068.24,2078.58,3882350000,-0.9823,1865.37,0.99,0.7519,2096.17,2060.64,1998.89,2063.33,2081.8,2053.46,28.34,28.5818,-0.2418,58.11,2135.19,2062.8,1990.41,0.0702,22.26,898767870000.0
2015-11-10,2015,11,4,Tuesday,2077.19,2083.67,2069.91,2081.72,3821440000,0.1511,1868.34,1.14,0.7519,2096.51,2063.7,2001.08,2063.59,2081.79,2055.56,26.23,28.1114,-1.8814,58.89,2133.91,2066.7,1999.5,0.065,21.65,902589310000.0
2015-11-11,2015,11,4,Wednesday,2083.41,2086.94,2074.85,2075.0,3692410000,-0.3228,1861.99,0.82,0.7359,2092.36,2067.1,2004.3,2063.95,2080.74,2057.0,23.74,27.2371,-3.4971,56.45,2128.68,2070.74,2012.8,0.056,20.97,898896900000.0
2015-11-12,2015,11,4,Thursday,2072.29,2072.29,2045.66,2045.97,4016370000,-1.399,1834.54,-0.59,0.8012,2083.24,2069.56,2006.24,2064.07,2075.39,2056.18,19.21,25.6317,-6.4217,47.33,2126.78,2071.84,2016.9,0.053,21.57,894880530000.0
2015-11-13,2015,11,4,Friday,2044.64,2044.64,2022.02,2023.04,4278750000,-1.1207,1812.86,-1.71,0.7816,2071.92,2069.52,2007.68,2064.22,2067.34,2053.72,13.62,23.2294,-9.6094,41.61,2127.93,2071.34,2014.75,0.0546,21.74,890601780000.0
2015-11-16,2015,11,4,Monday,2022.08,2053.22,2019.39,2053.19,3741240000,1.4903,1841.37,-0.24,0.8419,2065.24,2070.48,2010.32,2064.38,2065.16,2053.69,11.47,20.8775,-9.4075,50.14,2126.81,2072.32,2017.83,0.0526,22.6,894343020000.0
2015-11-17,2015,11,4,Tuesday,2053.67,2066.69,2045.9,2050.44,4427350000,-0.1339,1838.77,-0.38,0.8429,2058.28,2071.28,2011.94,2064.38,2062.9,2053.44,9.46,18.594,-9.134,49.43,2125.29,2073.3,2021.31,0.0502,22.47,889915670000.0
2015-11-18,2015,11,4,Wednesday,2051.99,2085.31,2051.99,2083.58,3926390000,1.6162,1870.1,1.23,0.9084,2058.99,2073.79,2014.77,2064.59,2066.08,2055.68,10.4,16.9552,-6.5552,57.28,2121.91,2076.53,2031.16,0.0437,23.36,893842060000.0
2015-11-19,2015,11,4,Thursday,2083.7,2086.74,2078.76,2081.24,3628110000,-0.1123,1867.89,1.12,0.8958,2058.92,2076.76,2017.35,2064.68,2068.41,2057.57,10.84,15.7322,-4.8922,56.61,2121.94,2077.97,2034.0,0.0423,22.26,890213950000.0
2015-11-20,2015,11,4,Friday,2082.82,2097.06,2082.82,2089.17,3929600000,0.381,1875.39,1.5,0.8286,2060.95,2078.5,2019.91,2064.85,2071.61,2059.91,11.7,14.9257,-3.2257,58.38,2122.9,2078.67,2034.44,0.0426,21.8,894143550000.0
2015-11-23,2015,11,4,Monday,2089.41,2095.61,2081.39,2086.59,3587980000,-0.1235,1872.95,1.38,0.796,2066.75,2079.05,2022.58,2065.05,2073.91,2061.89,12.02,14.3446,-2.3246,57.56,2123.65,2079.44,2035.23,0.0425,21.26,890555570000.0
2015-11-24,2015,11,4,Tuesday,2084.42,2094.12,2070.29,2089.14,3884930000,0.1222,1875.36,1.5,0.7946,2076.19,2079.9,2024.81,2065.15,2076.25,2063.91,12.34,13.9437,-1.6037,58.19,2124.54,2080.6,2036.67,0.0422,21.44,894440500000.0
2015-11-25,2015,11,4,Wednesday,2089.3,2093.0,2086.3,2088.87,2852940000,-0.0129,1875.1,1.49,0.7918,2081.29,2081.0,2026.68,2065.25,2078.19,2065.76,12.43,13.6409,-1.2109,58.09,2124.4,2080.53,2036.66,0.0422,20.39,891587560000.0
2015-11-27,2015,11,4,Friday,2088.82,2093.29,2084.13,2090.11,1466840000,0.0594,1876.28,1.55,0.7485,2086.96,2080.99,2028.68,2065.26,2080.03,2067.56,12.47,13.4067,-0.9367,58.43,2124.47,2080.56,2036.66,0.0422,19.59,893054400000.0
2015-11-30,2015,11,4,Monday,2090.95,2093.81,2080.41,2080.41,4275030000,-0.4641,1867.1,1.08,0.7554,2086.5,2080.56,2031.12,2065.18,2080.09,2068.51,11.58,13.0414,-1.4614,54.63,2124.51,2080.62,2036.72,0.0422,19.14,888779370000.0
2015-12-01,2015,12,4,Tuesday,2082.93,2103.37,2082.93,2102.63,3712120000,1.0681,1888.11,2.16,0.783,2089.56,2081.66,2033.84,2065.19,2083.55,2071.04,12.51,12.9351,-0.4251,60.91,2124.29,2080.55,2036.8,0.0421,19.42,892491490000.0
2015-12-02,2015,12,4,Wednesday,2101.71,2104.27,2077.11,2079.51,3950640000,-1.0996,1866.25,1.04,0.7768,2088.18,2080.5,2036.57,2065.09,2082.93,2071.67,11.26,12.6001,-1.3401,52.74,2120.55,2079.03,2037.51,0.0399,19.97,888540850000.0
2015-12-03,2015,12,4,Thursday,2080.71,2085.0,2042.35,2049.62,4306490000,-1.4374,1837.99,-0.42,0.8288,2082.9,2077.63,2038.79,2064.85,2077.81,2070.03,7.78,11.6361,-3.8561,44.44,2118.38,2076.4,2034.41,0.0404,21.59,884234360000.0
2015-12-04,2015,12,4,Friday,2051.24,2093.84,2051.24,2091.69,4214910000,2.0526,1877.77,1.63,0.9539,2083.26,2077.13,2041.98,2064.76,2079.94,2071.64,8.3,10.9689,-2.6689,55.14,2117.15,2075.98,2034.82,0.0397,23.21,888449270000.0
2015-12-07,2015,12,4,Monday,2090.42,2090.42,2066.78,2077.07,4043820000,-0.699,1863.95,0.92,0.9653,2081.58,2076.04,2044.89,2064.6,2079.5,2072.04,7.46,10.2671,-2.8071,51.43,2114.58,2074.88,2035.18,0.0383,23.33,884405450000.0
2015-12-08,2015,12,4,Tuesday,2073.39,2073.85,2052.32,2063.59,4173570000,-0.649,1851.2,0.26,0.9741,2077.79,2074.34,2048.53,2064.34,2077.05,2071.41,5.64,9.3417,-3.7017,48.21,2114.1,2074.13,2034.16,0.0385,23.43,880231880000.0
2015-12-09,2015,12,4,Wednesday,2061.17,2080.33,2036.53,2047.62,4385250000,-0.7739,1836.1,-0.51,0.9655,2073.1,2072.87,2051.8,2064.0,2072.53,2069.65,2.88,8.0493,-5.1693,44.65,2113.91,2072.42,2030.93,0.04,24.88,875846630000.0
2015-12-10,2015,12,4,Thursday,2047.93,2067.65,2045.67,2052.23,3715150000,0.2251,1840.46,-0.29,0.9664,2065.9,2071.46,2054.44,2063.71,2069.4,2068.36,1.04,6.6475,-5.6075,45.89,2113.72,2071.29,2028.85,0.041,24.68,879561780000.0
2015-12-11,2015,12,4,Friday,2047.27,2047.27,2008.8,2012.37,4301060000,-1.9423,1802.77,-2.23,1.0492,2056.31,2068.48,2056.21,2063.25,2060.63,2064.21,-3.58,4.602,-8.182,37.95,2118.44,2069.61,2020.78,0.0472,26.02,875260720000.0
2015-12-14,2015,12,4,Monday,2013.37,2022.92,1993.26,2021.94,4612440000,0.4756,1811.82,-1.76,1.016,2052.36,2067.34,2057.63,2062.77,2054.68,2061.08,-6.4,2.4016,-8.8016,40.61,2118.6,2069.55,2020.5,0.0474,26.28,879873160000.0
2015-12-15,2015,12,4,Tuesday,2025.55,2053.87,2025.55,2043.41,4353540000,1.0619,1832.12,-0.72,1.0128,2045.46,2068.31,2058.75,2062.45,2052.94,2059.77,-6.83,0.5553,-7.3853,46.18,2118.99,2069.06,2019.13,0.0483,26.68,884226700000.0
2015-12-16,2015,12,4,Wednesday,2046.5,2076.72,2042.43,2073.07,4635450000,1.4515,1860.16,0.72,1.0101,2044.89,2069.25,2060.62,2062.33,2056.04,2060.76,-4.72,-0.4998,-4.2202,52.77,2119.36,2070.19,2021.02,0.0475,27.22,888862150000.0
2015-12-17,2015,12,4,Thursday,2073.76,2076.37,2041.66,2041.89,4327390000,-1.504,1830.68,-0.79,1.0653,2041.79,2068.85,2061.54,2062.03,2053.86,2059.36,-5.5,-1.4998,-4.0002,46.34,2118.41,2068.11,2017.81,0.0486,27.76,884534760000.0
2015-12-18,2015,12,4,Friday,2040.81,2040.81,2005.33,2005.55,6683070000,-1.7797,1796.32,-2.56,1.0632,2035.78,2065.13,2061.38,2061.7,2046.43,2055.37,-8.94,-2.9879,-5.9521,40.2,2121.4,2064.32,2007.25,0.0553,28.39,877851690000.0
2015-12-21,2015,12,4,Monday,2010.27,2022.9,2005.93,2021.15,3760280000,0.7778,1811.07,-1.8,1.0834,2031.34,2062.27,2061.5,2061.41,2042.54,2052.84,-10.3,-4.4503,-5.8497,43.65,2119.84,2060.92,2002.0,0.0572,27.6,881611970000.0
2015-12-22,2015,12,4,Tuesday,2023.15,2042.74,2020.49,2038.97,3520860000,0.8817,1827.92,-0.93,1.1007,2035.14,2059.88,2061.94,2061.38,2041.99,2051.81,-9.82,-5.5242,-4.2958,47.39,2116.94,2058.54,2000.14,0.0567,27.22,885132830000.0
2015-12-23,2015,12,4,Wednesday,2042.2,2064.73,2042.2,2064.29,3484090000,1.2418,1851.86,0.3,1.1395,2041.19,2058.82,2063.15,2061.5,2045.42,2052.74,-7.32,-5.8834,-1.4366,52.24,2113.99,2057.3,2000.61,0.0551,27.11,888616920000.0
2015-12-24,2015,12,4,Thursday,2063.52,2067.36,2058.73,2060.99,1411860000,-0.1599,1848.74,0.14,1.139,2043.7,2057.48,2064.48,2061.48,2047.82,2053.35,-5.53,-5.8127,0.2827,51.57,2110.66,2055.91,2001.15,0.0533,25.79,887205060000.0
2015-12-28,2015,12,4,Monday,2057.77,2057.77,2044.2,2056.5,2492510000,-0.2179,1844.5,-0.08,1.1395,2041.33,2055.93,2065.14,2061.49,2049.15,2053.58,-4.43,-5.5362,1.1062,50.62,2106.57,2054.22,2001.88,0.051,25.15,884712550000.0
2015-12-29,2015,12,4,Tuesday,2060.54,2081.56,2060.54,2078.36,2542000000,1.063,1865.17,0.98,1.1659,2046.54,2055.37,2066.04,2061.48,2053.65,2055.42,-1.77,-4.7829,3.0129,54.96,2106.26,2054.12,2001.98,0.0508,25.14,887254550000.0
2015-12-30,2015,12,4,Wednesday,2077.34,2077.34,2061.97,2063.36,2367430000,-0.7217,1850.98,0.25,1.1721,2054.8,2054.56,2066.63,2061.43,2055.14,2056.0,-0.86,-3.9983,3.1383,51.61,2099.33,2052.16,2004.99,0.046,24.52,884887120000.0
2015-12-31,2015,12,4,Thursday,2060.59,2062.54,2043.62,2043.94,2655330000,-0.9412,1832.62,-0.69,1.1597,2058.06,2051.77,2066.9,2061.15,2053.42,2055.11,-1.69,-3.5367,1.8467,47.57,2095.86,2050.38,2004.9,0.0444,24.18,882231790000.0
2016-01-04,2016,1,1,Monday,2038.2,2038.2,1989.68,2012.66,4304880000,-1.5304,1803.04,0.0,1.1814,2054.3,2048.58,2066.77,2060.77,2047.15,2051.97,-4.82,-3.7933,-1.0267,41.88,2097.04,2048.53,2000.02,0.0474,26.33,877926910000.0
2016-01-05,2016,1,1,Tuesday,2013.78,2021.94,2004.17,2016.71,3706620000,0.2012,1806.87,0.2,1.1456,2047.5,2047.02,2066.06,2060.31,2042.46,2049.36,-6.9,-4.4147,-2.4853,42.83,2090.78,2044.78,1998.79,0.045,25.71,881633530000.0
2016-01-06,2016,1,1,Wednesday,2011.71,2011.71,1979.05,1990.26,4336660000,-1.3115,1781.86,-1.11,1.0663,2037.4,2042.19,2064.36,2059.74,2034.43,2044.98,-10.55,-5.6417,-4.9083,38.4,2089.86,2040.44,1991.02,0.0484,26.57,877296870000.0
2016-01-07,2016,1,1,Thursday,1985.32,1985.32,1938.83,1943.09,5076590000,-2.37,1737.26,-3.46,1.1611,2021.2,2035.81,2061.8,2059.0,2020.38,2037.43,-17.05,-7.9234,-9.1266,32.04,2099.01,2034.42,1969.83,0.0635,28.34,872220280000.0
2016-01-08,2016,1,1,Friday,1945.97,1960.4,1918.46,1922.03,4664940000,-1.0838,1717.35,-4.5,1.1712,1998.86,2029.07,2058.92,2058.3,2005.25,2028.88,-23.63,-11.0647,-12.5653,29.67,2109.55,2028.14,1946.72,0.0803,29.31,867555340000.0
